code,arp2_code,name,type,address,locality,latitude,longitude
B16,9662,Jardim Constantino,loja,"Rua José Estevão, nº 129",Lisboa,38.73092222,-9.137736111
M018,,José Maria Fonseca,fornecedor,"Quinta da Bassaqueira, EN 10, Km 26 -",Estremadura,38.519392,-9.014051
A79,465,Laborim,loja,"Rua Nova de Laborim, nº266",Vila Nova de Gaia,41.104158,-8.603276
D558,,Lactogal Modivas,fornecedor,R. da Aldeia Nova 520 -,Modivas Douro Litoral,41.3026,-8.6957
63,,Lagoa,loja,Sitio da Bemposta,Lagoa,37.138341,-8.565812
E41,8826,Lamego,loja,"Avenida 5 de outubro, nº11",Lamego,41.096569,-7.80919
B58,9791,Lapa,loja,"Rua da Lapa, Nº2",Lisboa,38.71077778,-9.158913889
B60,9794,Laranjeiras,loja,"Rua Virgílio Correia, nº 4-A",Lisboa,38.751467,-9.1721495
A62,2138,Laranjeiro,loja,"Rua Dr.António Elvas, nº 26 D",Laranjeiro,38.65554444,-9.155575
E98,7728,Laranjeiro,loja,"Terreiro João de Barros, nº 2 - Impasse III, nº2",Almada,38.6571957,-9.1530718
D01,8864,Latino Coelho,loja,"Rua Latino Coelho, 267/271",Porto,41.159580556,-8.601869444
B61,9801,Leiria,loja,"Rua Dr. Virgílio Vieira da Cunha, Pavilhão B, Barro Ruívo",Leiria,39.74658611,-8.820252778
E59,7757,Linda - a - Velha I,loja,"Avenida D. Pedro V, lote 59/60",Carnaxide,38.71135556,-9.246227778
A71,2253,Loios,loja,"Largo dos Loios, nº 46",Porto,41.145509,-8.612287
I443,,Longa Vida,fornecedor,Perafita -,Douro Litoral,41.23191,-8.704853
E29,8019,Lordelo,loja,Estrada Nacional 209 nº3428,Lordelo,41.2349,-8.41887
D86,7890,Loulé,loja,"Avenida 25 de Abril, n.º 6/8",Loulé,37.139013889,-8.021344444
D76,7726,Loures,loja,"Rua da República, nº 84, A, B, C e D",Loures,38.83117778,-9.16875
H12,7035,Louriçal,loja,Estrada Nacional 237 -  Casal do Queijo,Louriçal,39.99505,-8.71827
H02,7003,Lourinhã,loja,"Rua Dr. Francisco Sá Carneiro - Edificio Praiamar, Lote 7",Lourinhã,39.238325,-9.310305556
D46,8902,Lousã,loja,"Rua Engenheiro Duarte Pacheco, S/N",Lousã,40.11744,-8.24636
B54,9776,Luciano Cordeiro,loja,"Rua Luciano Cordeiro, nº 34",Lisboa,38.724872222,-9.143730556
B49,9762,Lumiar,loja,"Alameda das Linhas de Torres, nº 257",Lisboa,38.7729331,-9.1616266
B20,9679,Lumiar II,loja,"Rua Alexandre Ferreira, lote 1",Lisboa,38.776501,-9.163177
429,,MA A Cabete Carnide,loja,"Rua Adelaide Cabete, 10 (Carnide)",Lisboa,38.758095,-9.186208
434,,MA A Joao II Setubal,loja,"Rua D. João II, 22B",Setubal,38.530009,-8.8812016
459,,"MA A.L.Torres,Lumiar",loja,Alameda das linhas de Torres 257,Lisboa,38.7739021,-9.1644639
421,,MA Alm Reis 203,loja,"Av. Almirante Reis, 203",Lisboa,38.7361568,-9.1339771
409,,MA Almirante Reis,loja,"Avenida Almirante Reis, 64",Lisboa,38.727381,-9.134754
440,,MA Alvares Cabral,loja,Avenida Álvares Cabral nº41,Lisboa,38.7182581,-9.1610958
A89,,MA Ansião,loja,"R. Rosa Falcão, nº 103",Ansião,39.9141775874561,-8.435375753935748
A13,,MA Apúlia,loja,Lugar da Areia (Avenida da Praia),Apúlia,41.47913,-8.76455
A95,,MA Areosa,loja,"Av. da Povoença, 690",Areosa,41.70538,-8.79953
454,,MA AV Boavista Porto,loja,Av da Boavista 53,Porto,41.1570139306721,-8.62447313191966
413,,MA Av Republica,loja,"Avenida da República, 59A,",Lisboa,38.739681,-9.146553
446,,MA BJ Caraça (Porto),loja,Rua Professor Bento de Jesus Caraça 247,Porto,41.163561,-8.598026
A08,,MA Bonfim_Firmeza,loja,"Rua Firmeza, nº 12",Bonfim,41.15103,-8.60119
A15,,MA Buarcos,loja,"Rua da República 105, Figueira da foz",Buarcos,40.14872138604415,-8.852224369764455
414,,MA C Bord Pinheiro,loja,"Av. Columbano Bordalo Pinheiro, 89A",Lisboa,38.738487,-9.163332
451,,MA C Leitao Almada,loja,Rua Capitão Leitão 97,Almada,38.679591706308,-9.1606421182113
408,,MA C Quint Campolide,loja,"Calçada da Quintinha, 9 (Campolide)",Lisboa,38.726576,-9.165685
443,,MA C Reis (Cacilhas),loja,Rua Cândido dos Reis 144,Almada,38.6856321,-9.1497719
450,,MA C. Alegre (Porto),loja,"Rua do Campo Alegre 712, Massarelos",Porto,41.1528584,-8.6394458
444,,MA C.G.Guerra (VFX),loja,"Rua dos Combatentes da Grande Guerra, 53",Vila Franca de Xira,38.95472558,-8.98834715
439,,MA Calçada da Ajuda,loja,"Rua General João de Almeida, 2",Lisboa,38.7010338,-9.2027559
B95,,MA Campelo,loja,"Rua de Camões, nº 131, 133 e 135",Campelo,41.11794,-8.08519
B39,,MA Caparica_Quintas,loja,"R. A da Quinta, Nº 32/38",Caparica,38.66673,-9.18687
B93,,MA Carquere,loja,,,41.1023467,-7.977125
419,,MA Comb GrandeGue-Al,loja,"Av. dos Combatentes da Grande Guerra, 54",Algés,38.7004537,-9.2297558
445,,MA Conde Redondo,loja,"Rua do Conde Redondo 145,",Lisboa,38.724841753,-9.14586794
A02,,MA Custóias_NovSeixo,loja,"Rua Nova do Seixo, 1436/1450",Custóias,41.19523,-8.63458
406,,MA D Monteiro Graça,loja,"Rua Damasceno Monteiro, 113 (Graça)",Lisboa,38.722906,-9.132297
407,,MA D PedroIV Queluz,loja,"Rua Dom Pedro ​lV, 35",Queluz,38.756693,-9.25103
455,,MA D. Manuel II Maia,loja,"Avenida D. Manuel II, 2029",Maia,41.2333660096095,-8.6206696887231
417,,MA DNAlvaresP Almada,loja,"Av. D.Nuno Alvares Pereira, 68 (Stand mirco)",Almada,38.676738,-9.164291
404,,MA Duque Avila,loja,"Av. D´Avila, 72B",Lisboa,38.735394,-9.149791
430,,MA E Garcia Amadora,loja,"Rua Elias Garcia, 197",Amadora,38.758236,-9.234536
A14,,MA Ermesinde_LourMar,loja,"Rua Lourenço Marques, 64, 68, 80",Ermesinde,41.2173916,-8.5770859
427,,MA Est Benfica 418,loja,"Estrada de Benfica, 418D",Lisboa,38.7472775,-9.1901766
447,,MA Exercito Li Porto,loja,Praça Exército Libertador 75,Porto,41.1666016,-8.6250936
441,,MA Fabrica 1921,loja,Av. Gomes Pereira 11,Lisboa,38.74968,-9.19705
436,,MA Ferreira Borges,loja,"Rua Ferreira Borges, 125",Lisboa,38.71848,-9.1642
416,,MA FNamora Odivelas,loja,"Rua Fernando Namora, Lote 25 (Colinas do Cruzeiro)",Odivelas,38.789379,-9.192287
412,,MA G Vicente Almada,loja,"Praça Gil Vicente, 5,",Almada,38.682266,-9.152797
A07,,MA Guimarães_Sampaio,loja,"Rua Dr. José Sampaio, 411",Guimarães Centro,41.43177,-8.27096
B88,102,MA Ílhavo,loja,"Avenida 25 de Abril, Nº54",Ílhavo,40.600906567941564,-8.666961319128331
420,,MA JFontana Bobadela,loja,"Praceta José Fontana, 4 e 5",Bobadela,38.80696,-9.100687
402,,MA João XXI,loja,"Av. João XXI, 3B",Lisboa,38.742387,-9.139655
435,,MA Jose Ricardo,loja,"Rua José Ricardo, 26B",Lisboa,38.734642,-9.131891
424,,MA L Pastor Macedo,loja,"Rua Luís Pastor de Macedo, 5B (Lumiar)",Lisboa,38.767808,-9.157017
462,,"MA L.Graça,S.Vicente",loja,Largo da Graça 101,Lisboa,38.7174873,-9.1300433
461,,"MA Liber,Bx Banheira",loja,"Rua da Liberdade, Est da Amizade",Baixa da Banheira,38.6578521,-9.0698818
425,,MA Luis Queiroz,loja,"Rua Luiz de Queiróz, 10A",Almada,38.6788693,-9.1576185
411,,MA M NAbreu Benfica,loja,"Rua Major Neutel Abreu, 8 e 9​,",Lisboa,38.747105,-9.181041
453,,MA M. Saldanha Porto,loja,"R. do Marechal Saldanha, n.290",Porto,41.1572748524422,-8.67922851920981
A63,,MA Mafamude_Repúblic,loja,"Avenida da República, nº 2489",Mafamude,41.18787,-8.60412
A12,,MA Matosinhos_FAroso,loja,"Avenida Dr. Fernando Aroso, nº 229 e 239",Matosinhos Centro,41.19674,-8.68519
442,,MA Morais Soares,loja,"Rua Morais Soares, 72, Penha de França",Lisboa,38.7326781,-9.1342827
433,,MA Oscar M Torres,loja,"Av. Oscar Monteiro Torres, 57 (São João de Deus)",Lisboa,38.743957,-9.140078
423,,MA P Bento Goncalves,loja,"Praceta Bento Gonçalves, 14",Almada,38.671115,-9.166278
432,,MA P NS Navegantes,loja,"Praceta Nossa Senhora dos Navegantes, 64A",Costa Caparica,38.638871,-9.230882
A06,,MA Paranhos_9 Abril,loja,"Praça 9 de Abril, nº 135",Paranhos,41.1314115,-8.5666152
A01,,MA Paranhos_CostaCab,loja,"Rua Costa Cabral, nº 808",Paranhos,41.167279,-8.5973433
A03,,MA Paranhos_PiresLim,loja,"Rua Dr. Pires de Lima, nº 5",Paranhos,41.16642,-8.59747
403,,MA Pascoal Melo,loja,"Rua Pascoal de Melo, 47A",Lisboa,38.731661,-9.137118
437,,MA Pedro Nunes,loja,"Rua Pedro Nunes, 27B",Lisboa,38.7327496,-9.1503174
A10,,MA Pedrouços,loja,"Rua Gonçalo Mendes da Maia, nº 1346",Pedrouços,41.18434,-8.58512
410,,MA Penha França,loja,"Rua da Penha de França, 118",Lisboa,38.725068,-9.12952
A19,,MA Peso Régua,loja,"Rua da Ferreirinha, nº 116 a 124",Peso Régua,41.16739,-7.77103
B12,,MA Pinhal Novo,loja,"Rua Luís de Camões, nº 5",Pinhal Novo,38.66026,-8.89455
A17,,MA Porto_Cedofeita,loja,Rua de Cedofeita 80,Porto Centro,41.14917,-8.61639
A16,,MA Porto_FernandesTo,loja,Rua Fernandes Tomás 416,Porto Centro,41.14931,-8.60365
A18,,MA Porto_PrExército,loja,"Praça Exército Libertador, nº 12",Porto Centro,41.16953,-8.6227
A05,,MA Pv Varzim_Marquês,loja,Praça Marquês de Pombal,Póvoa Varzim,41.3812066,-8.7629421
A93,,MA Pv Varzim_Pinheir,loja,Rua do Pinheiro nº3,Póvoa Varzim,41.3799856,-8.7582637
422,,MA R Beneficiencia,loja,"Rua da Beneficência ,119",Lisboa,38.743245,-9.1567
449,,MA R Camões (Porto),loja,"Rua de Camões 105, Santo Ildefonso",Porto,41.15285,-8.61019
452,,MA R Venezuela Porto,loja,"Rua da Venezuela, 40 - Lordelo do Ouro",Porto,41.157453,-8.641853
405,,MA R.Pescadores,loja,"Rua dos Pescadores, 22 a 24",Costa da Caparica,38.643552,-9.2352858
A92,,MA Recarei,loja,,,41.15451,-8.41039
458,,"MA Rinchoa, R.Mouro",loja,Calçada da Rinchoa Nº16,Rio de Mouro,38.7864505,-9.3248028
B53,9774,MA SDBenfica_EBen212,loja,"Estrada de Benfica, nº 212 - A",S Domingos Benfica,38.74342,-9.17512
A09,,MA V Andorinho_D Est,loja,"Rua Vila D'Este, Lote 70",Vilar Andorinho,41.0983139,-8.5951095
B34,,MA Vale Amoreira,loja,Rua José da Conceição Nunes,Vale Amoreira,38.6455943,-9.040156
A91,,MA Venda Pinheiro,loja,"Avenida 9 de Julho, 83 B",Venda Pinheiro,38.92386,-9.2159
B94,,MA Vila Pouca Aguiar,loja,"Avenida da Noruega, nº 10",Vila Pouca Aguiar,41.48246,-7.65416
438,,MA Visconde Santarem,loja,Lisboa,Lisboa,38.7348066,-9.1376818
H70,8134,Macedo de Cavaleiros,loja,Rua Doutor Luís Olaio nº14,Macedo de Cavaleiros,41.5371203,-6.95952
26,,Maia,loja,"Estrada Nacional 14, Apartado 1254",Maia,41.249225,-8.621099
A69,2201,Maia,loja,"Avenida Santos Leite, nº 108",Maia,41.2300505,-8.6210732
142,,Maia Comércio Eletrónico,loja,"Rua Castanheira N14, Maia",Maia,41.249225,-8.621099
7659,,Mais Perto Auchan - Samouco,loja," Praça da República 32, 2890-210 Samouco",Samouco,38.7228755657556,-9.00489199428948
D43,8903,Marco de Canaveses,loja,"Avenida dos Bombeiros Voluntários, S/N",Marco de Canaveses,41.17921,-8.15524
A47,2077,Marinha Grande,loja,"Avenida Vitor Gallo, Loja 1, n.º 36",Marinha Grande,39.746785,-8.930789
B76,9825,Marinha Grande,loja,"Avenida Dr. José Henriques Vareda, s/n",Marinha Grande,39.73905833,-8.93455
H41,7650,Marmelete,loja,Rua Inácio Veríssimo Cabrita s/n,Marmelete,37.309399,-8.666675
B45,9755,Marvila,loja,"Rua Ovar, 3 D - Bairro do Condado",Lisboa,38.74360278,-9.11305
B04,9624,Massamá,loja,"Avenida Heróis da Liberdade, 1",Massamá,38.7520526,-9.2777889
B44,9748,Massamá,loja,"Rua Direita de Massamá, nº 91 (antigo lote 135)",Queluz,38.75680278,-9.276725
16,,Matosinhos,loja,"Centro Comercial Mar Shopping, Leça da Palmeira",Matosinhos,41.207976,-8.687452
D22,8863,Matosinhos Stara,loja,"Rua Alfredo da Cunha, nº 241",Matosinhos,41.184997222,-8.681197222
H01,7001,Meirinhas,loja,Estrada Nacional  1 - nº 24,Pombal,39.84602,-8.70645
D40,8926,Meixomil,loja,"Avenida do Marco, S/N",Meixomil,41.282127778,-8.386947222
H62,8111,Melgaço,loja,"Rua Dr António Durães, S/N",Melgaço,42.112928,-8.2570119
B71,9817,Mem Martins,loja,Estrada de Mem Martins - Bairro de S. Carlos - Algueirão,Mem-Martins,38.78275556,-9.346861111
B029,,Mendes & Gonçalves,fornecedor,"Zona Industrial, lote 6, Golegã -",Ribatejo,39.4120104,-8.4866763
190,,Mercados Couto Estarreja,fornecedor,"Rua do Desembargador Correia Teles, nro 1",Estarreja,40.75467,-8.573739
89,,Mercados Virtuais,loja,Rua Duque Saldanha 9,Famões,38.7924367268734,-9.20818882883488
D13,8850,Miragaia,loja,"Rua Miguel Bombarda, n.º 313",Porto,41.149657,-8.620604
H43,8006,Mirandela,loja,Avenida Amoreiras Lote F,Mirandela,41.48417,-7.18062
A98,9613,Miratejo,loja,"Praceta Mário Sacramento, 60 C",Seixal,38.64916111,-9.144680556
A46,2068,Miratejo,loja,Urbanização Quinta Sto.Amaro - Miratejo/Laranjeiro,Almada,38.65191111,-9.148761111
I958,,MMPET,fornecedor,Zona Industrial de Soure -,Beira Litoral,40.1209447,-8.8508231
E35,8064,Moimenta da Beira,loja,"Avenida República, S/N",Moimenta da Beira,40.97047,-7.60805
E62,7718,Moita,loja,"Rua de Liége, nº 61",Moita,38.64795833,-8.989763889
Molavide,,Molavide,oficina,"Urbanização Carambacha, Lt. 13, Carambacha De Baixo",Carregado,39.03056605256794,-8.98408027092075
D12,8811,Montalegre,loja,"Rua da Ponte Moinho, Lote 24, Loja 0",Montalegre,41.83072,-7.7845
H21,7109,Monte Abraão,loja,"Av. Luís de Camões, Nº 12",Queluz,38.75834,-9.26462
B35,9714,Monte Caparica,loja,"Rua Da Bela Vista, 55 - A  Monte de Caparica",Almada,38.66495833,-9.188827778
I463,,Monte D'Alva (Ambiente),fornecedor,Estrada Vaza Borracha -,Estremadura,38.713853,-8.972435
I463R,,Monte D'Alva (Refrigerados),fornecedor,Estrada Vaza Borracha -,Estremadura,38.713912,-8.968848
E95,7762,Monte Gordo,loja,"Avenida Infante D. Henrique, nº 10",Monte Gordo,37.1795886,-7.4499425
E79,7801,Montemor-o-Novo,loja,"Rua Comandante Fragoso, 11 - 13",Montemor-o-Novo,38.648366667,-8.216175
B62,9802,Montijo,loja,"Pau Queimado, Est. Nacio.5, Apead. Sarilhos",Montijo,38.68958056,-8.946386111
D69,7710,Montijo,loja,"Praça Gomes Freire de Andrade, 1/3",Montijo,38.704786111,-8.976308333
F04,7918,Montijo II,loja,Avenida Garcia de Orta / Cova da Loba,Montijo,38.707625,-8.945772222
H13,7044,Mora,loja,"Rua da Cooperativa, nº 4",Mora,38.9462602,-8.1595744
D78,7759,Morais Soares,loja,"Rua Morais Soares, nº 58",Lisboa,38.732043,-9.1283
B28,9700,Moscavide,loja,"Rua António Maria Pais, nº 19",Moscavide,38.77588611,-9.102091667
B72,9819,Moura,loja,"Avenida Dos Bombeiros Voluntários, Lt 20",Moura,38.14049444,-7.458261111
H51,8066,Murtosa,loja,Lugar Chão Monte S/N,Bunheiro,40.76274,-8.64589
D57,8869,Nazaré,loja,"Rua da Sub-Vila, 45",Nazaré,39.5996346,-9.070614
160,,Neomáquinas Benedita,fornecedor,"Rua Monges de Cister, s/n",Benedita,39.423499,-8.985873
161,,Neomáquinas Pombal,fornecedor,Parque Comercial Europa - Travasso,Pombal,39.893162,-8.657837
N126,,Nestlé,fornecedor,Rua da Nestlé -,Beira Litoral,40.804479,-8.618529
D19,8841,Nevogilde - Foz,loja,"Rua de Gondarém, Nº 514",Porto,41.159339,-8.682495
F18,9786/A84,Nisa,loja,"Rua Dr. Sidónio Pais, Nº 2 e 4",Nisa,39.51423,-7.64782
I990,,Nutre,fornecedor,"Zona Industrial de Vagos, lote 104 -",Beira Litoral,40.5443193,-8.7204768
A58,2128,Odivelas,loja,"Rua Prof. Dr. Augusto Abreu Lopes, 2/4 cave",Odivelas,38.791283,-9.176565
B19,9668,Odivelas II,loja,"Rua D. Dinis, nº 39 B",Odivelas,38.78806056,-9.178805556
B40,9728,Odivelas Metro,loja,"R. José Gomes Monteiro, Nº. 17/19",Odivelas,38.793086,-9.173562
D03,7760,Oeiras,loja,"Rua Candido dos Reis, nº 72",Oeiras,38.69275,-9.310969444
E74,7883,Oeiras II,loja,"Rua de Belém, nº 4",Oeiras,38.697233,-9.30478
B02,9620,Olaias,loja,"Rua Aquiles Machado, nº 8",Lisboa,38.738227,-9.124525
A94,100,Oldrões,loja,Rua Real de Cima; S/N,Oldrões,41.14993,-8.29847
H09,7024,Oleiros,loja,"Rua sa Devesa, Lote B/C, R/C",Oleiros,39.9194162,-7.9151042
B79,9834,Olhão,loja,"Avenida Dos Operários Conserveiros, S/N, Zona Industrial",Olhão,37.02900278,-7.829591667
53,,Olhão,loja,Centro Comercial Ria Shopping - Estrada Nacional 125,Olhão,37.034402,-7.840272
B26,9692,Olivais,loja,"Praça Cidade Salazar, lote 173/174",Lisboa,38.763668,-9.118224
A73,2264,Oliveira Azemeis,loja,"Avenida Dr.Albino Reis, nº 56",Oliveira de Azeméis,40.838597222,-8.478830556
D15,8803,Oliveira de Frades,loja,"Rua da Liberdade, nº 5",Oliveira de Frades,40.7345059,-8.1748464
B100,,Ovos CAC,fornecedor,"Rua da Cooperativa nº99, Bidoeira de Cima - Leiria -",Beira Litoral,39.729725,-8.792518
I402,,Ovos do Caramulo,fornecedor,"Rua da Ferradura, 200, Caramulo -",Beira Alta,40.565199,-8.168803
E90,7737,Paço D´Arcos,loja,"R. Marquês da Fronteira, Nº2 A a E",Paço D´Arcos,38.693469444,-9.297486111
18,,Paço de Arcos,loja,Estrada de Paço de Arcos nº 48,Paço de Arcos,38.70564,-9.295018
A80,2381,Paços de Ferreira,loja,"Avenida Dr.José Lencastre, 63",Paços de Ferreira,41.277072222,-8.379577778
E68,7892,Paio Pires,loja,"Avenida General Humberto Delgado, 24 A/B",Seixal,38.624843,-9.085148
H72,8138,Pampilhosa da Serra,loja,"Quinta de São Martinho, Lote 7-E",Pampilhosa da Serra,40.23901,-7.57182
D95,8842,Paredes,loja,"Rua 1º de Dezembro, 13 - Traseiras",Paredes,41.207682,-8.332389
H45,8024,Paredes de Coura,loja,"Lugar das Felgueiras, S/N",Paredes de Coura,41.9082,-8.56223
E17,7702,Pataias,loja,"Avenida da Lagoa, 10",Pataias,39.6710844,-8.9950335
366,,PB Fradelos,fornecedor,Rua de santa leocadia 10,Fradelos,41.3753627,-8.6006185
365,,PB Gueifães,fornecedor,"Rua Ponte da Pedra, 918 Arma",Maia,41.2162927,-8.6397068
354,,PB Póvoa de Varzim,fornecedor,"Rua Almirante Reis nº56, Póvoa de Varzim (N13)",Póvoa de Varzim,41.3780364,-8.7590951
356,,PB Santo Tirso,fornecedor,"Praça Conde São Bento, Nº 42",Santo Tirso,41.3403718,-8.4762168
H39,7643,Pé da Pedreira,loja,Rua Serra do Alecrim,Alcanede,39.4513,-8.830107
E11,7052,Pedrogão Grande,loja,"Avenida 25 de Abril, s/n",Pedrogão Grande,39.9194,-8.14834
D26,8905,Penafiel,loja,"Rua Tenente Valadim, S/N",Penafiel,41.19513,-8.29719
H68,8126,Penedono,loja,"Rua do Cabo, S/N - Loteamento de Chão de Alvanares, Lote 17",Penedono,40.99097,-7.39124
H79,8632,Penedos Altos,loja,Rua da Igreja nº 78/ 79,Covilhã,40.2878,-7.50227
F20,8078/H53,Penela,loja,"Zona Industrial, Lote 1",Penela,40.0185167,-8.3726287
B68,9813,Peniche,loja,Av. Porto de Pesca - Prageira,Peniche,39.35832222,-9.375027778
D75,7807,Peniche,loja,"Rua António Conceição Bento, 20 A/B",Peniche,39.3593618,-9.3801971
D29,8954,Perafita,loja,"Rua Armando Vaz, S/N",Perafita,41.223408333,-8.696419444
H47,8033,Pinhel,loja,"Largo Escultor José Dias Coelho, S/N",Pinhel,40.77459,-7.06708
H17,7073,Pombal,loja,"R. Manuel da Mota, s/nº - Zona Industrial da Formiga - Edifício Autojúlio",Pombal,39.917,-8.6346
E07,8871,Ponte da Barca,loja,Rua Francisco Sá Carneiro,Ponte da Barca,41.804454,-8.414705
H57,8091,Ponte Vagos,loja,Rua Principal nº 229,Ponte de Vagos,40.46672,-8.67446
D67,7777,Pontinha,loja,"Rua Cidade da Horta, Lote Q6",Pontinha,38.76509444,-9.200555556
H22,7111,Portalegre,loja,"Rua Dom Nuno Alvares Pereira, nº 12 e 14",Portalegre,39.2955878,-7.4311494
B80,9838,Portalegre,loja,"Gaveto da Rotunda dos Dadores de Sangue / E.N. 246, S/N",Portalegre,39.27875278,-7.430619444
B84,9860,Portela de Sintra,loja,"Avenida Movimento das Forças Armadas, nº 40",Sintra,38.800355556,-9.379333333
23,,Portimão,loja,"Centro Comercial Aqua Shopping, EN 125 - Qta. de S.Pedro",Portimão,37.146539575829,-8.542423635264683
E96,7727,Portimão,loja,Av. 25 de Abril Edíficio Marina Rocha,Portimão,37.12964444,-8.54025833
A81,2387,Porto,loja,"Rua 5 de Outubro, nº 433 e 439",Porto,41.162146,-8.632845
D21,8867,Porto Boavista,loja,Rua da Boavista nº 714,Porto,41.156841667,-8.621719444
F06,7902,Porto de Mós,loja,Rua de Rio Alcaide,Porto de Mós,39.59574444,-8.815505556
353,,"Positivo & Genuíno, Lda",fornecedor,"Avenida Padre Firmino Augusto Martins, S/N",Vinhais,41.830898,-7.009258
A70,2202,Poveiros,loja,"Largo dos Poveiros, nº 50",Porto,41.1459851,-8.6046334
D98,8873,Póvoa de Varzim,loja,"Praça da República, 4 e 5",Póvoa do Varzim,41.378755,-8.762026
D47,8941,Póvoa do Varzim,loja,"Rua da Estrada Nova, n.º 138",Amorim,41.400983333,-8.746747222
E55,7826,Póvoa Sto. Adrião,loja,Rua Alves Redol 15,Póvoa de Santo Adrião,38.79689,-9.16398
E52,7732,Pr. Flores,loja,Praça das Flores nº 1,Lisboa,38.71506111,-9.15122222
169,,Preço Baixo Angeiras,fornecedor,R. Angeiras 251,Lavra,41.266616,-8.721942
327,,Preço Baixo Balazar,fornecedor,N206 563,Balazar,41.40107,-8.620707
166,,Preço Baixo Leça Palmeira,fornecedor,Av. Dr. Fernando Aroso 489,Leça da Palmeira,41.196303,-8.69679
168,,Preço Baixo Leça Palmeira II,fornecedor,R. dos Dois Amigos 246,Matosinhos,41.191168,-8.701783
133,,Preço Baixo Porto,fornecedor,Rua Costa Cabral N2742,Porto,41.170172,-8.590584
171,,Preço Baixo Póvoa Varzim,fornecedor,Av. Vasco da Gama 20,Póvoa Varzim,41.38689,-8.76995
350,,Preço Baixo Viatodos,fornecedor,ESTRADA NACIONAL Nº204,Barcelos,41.45145,-8.56346
B13,9655,Prior Velho,loja,"Rua de Cabo Verde, lote 136",Prior Velho,38.7899507,-9.1213402
M065,,Propet,fornecedor,Rua da Argila 553-573 -,Douro Litoral,41.0539987,-8.5694271
D92,7778,Quarteira,loja,"Av. Infante Sagres, nº1",Quarteira,37.069,-8.107
A42,2050,Queluz,loja,"Avenida Elias Garcia, 120/A",Queluz,38.75640833,-9.254586111
B15,9661,Queluz II,loja,"Avenida Miguel Bombarda, nº 108",Queluz,38.763,-9.256527778
B81,9843,Quinta da Cavaleira,loja,"Avenida Dr.Henrique de Barros, S/N",Sintra,38.80364167,-9.354488889
A65,2159,Quinta da Lomba,loja,"Rua Negar Aveli, 30 A/B - Quinta da Lomba",Barreiro,38.644826,-9.058878
E76,7885,Quinta da Piedade,loja,"Urbanização Casal da Serra - Torre 8, loja 64/68",Póvoa de Santa Iria,38.863868,-9.072696
F12,7913,Quinta do Anjo,loja,Avenida Visconde Tojal,Quinta do Anjo,38.56663889,-8.94365
D81,7738,Quinta do Conde,loja,"Avenida Principal, Lote 25/C",Quinta do Conde,38.57106389,-9.039705556
E20,7833,Ramada,loja,"Av. 25 de Abril, Nº3",Ramada,38.807,-9.18534
7012,,Rangel,loja,,,38.9886614,-8.9589418
B17,9663,Reboleira,loja,"Avenida Manuel Alpedrinha, 22 - Damaia",Amadora,38.7489936,-9.2274165
H74,8605,Rebordelo,loja,"Av. Brasil, 17, Rebordelo",Vinhais,41.410203,-8.515568
D38,8947,Rebordosa,loja,"Avenida Francisco Sá Carneiro, S/N",Rebordosa,41.207975,-8.421627778
H75,8607,Refoios do Lima,loja,"Rua Afonso Ansemondes, nº 3722",Refoios do Lima,41.79672,-8.5499
C015,,Renova,fornecedor,"Fábrica 2, R. Marginal 33",,39.5027349160358,-8.61255974102602
H65,8119,Repeses,loja,"Bairro de Santa Eulália, Nº 80",Viseu,40.64246,-7.92459
Repoli,,Repoli-caixas frigoríficas,oficina,Cartaxo N3 ,Cartaxo,39.1238852565628,-8.818115318307457
B90,9723,Restelo,loja,"Rua das Pedreiras, nº 20, Loja 1, Bloco 2 - Restelo",Lisboa,38.70227778,-9.206055556
H81,8637,Ribafeita,loja,"Rua Principal, Bomba Combustível",Ribafeita,40.753898,-7.985394
A554,,Riberalves,fornecedor,EN8 Carvalhal - Turcifal -,Estremadura,39.050285,-9.268234
B46,9756,Rinchoa,loja,"Calçada da Rinchoa, nº 16",Rio de Mouro,38.786111111,-9.322222222
B10,9650,Rio de Mouro,loja,"Rua Mário Graça, 13, 15,  17, 19",Rio de Mouro,38.783986,-9.323136
A31,467,Rio Tinto,loja,"Rua D. Afonso Henriques, nº. 742",Rio Tinto,41.187168,-8.580398
A64,2142,Rua da Palma,loja,"Rua da Palma, nº 274 / 276",Lisboa,38.71926667,-9.135488889
244,,Rui Dinorá Vila Nova Poiares,fornecedor,Entrocamento de Poiares,Vila Nova Poiares,40.21121,-8.259193
245,,Rui Dinorá Vila Nova Poiares II,fornecedor,Entrocamento de Poiares,Vila Nova Poiares,40.201526,-8.237503
D77,7748,S. João do Estoril,loja,Rua Diogo Cão,S. João do Estoril,38.702097,-9.386503
B08,9639,S. João Estoril,loja,"Avenida Gago Coutinho, Lote1A",Estoril,38.704818,-9.386989
A45,2063,S. Pedro do Estoril,loja,"Rua Sacadura Cabral, nº 347 - S.Pedro do Estoril",Estoril,38.69458,-9.37037
D87,7839,S.Brás de Alportel,loja,"Avenida da Liberdade, nº 62",S.Brás de Alportel,37.153832,-7.888751
A136,,S.I.A.,fornecedor,"Além do Mourão, Tentúgal - Portugal -",Beira Litoral,40.220576,-8.599602
E70,7889,S.João da Talha,loja,"Urb. dos Areeiros, Lote B",S.João da Talha,38.824366667,-9.096769444
